0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
,,,,,,작곡,,,,,,,,,신문방송학,심리학,국제학,,영어영문,,,,,,영어영문/심리학,경제학,,,,,,,UIC ,,,의류환경학,,,,,,,,,,상경계열,,,,영어영문,,,,,,,,,,UIC 계량위험관리,,,,,,,,,,,,,경영학,,생활디자인,,영어영문,,,,영어영문,,,정보통계학,경제학,,,,,,,행정학,,,,,,,,,영어영문,UIC 문화디자인경영학,영어영문,,,,,,신문방송학,,문화인류학,,,영어영문/경영학,,정치외교학,,,,,행정학,,,,,,,,,,,,,,,전기전자공학,의예,,신문방송학,,경제학,인문,,,,,,문헌정보학,수학,UIC ASD,사회학,의공학,국어국문/신문방송,사학,전기전자공학,,영어영문,UD Economics,신문방송학,,지구시스템학,,,정치외교학,,,,,,,인문,,행정학,,경제학,,,,,,
,,,,,,전기전자공학,,,,,,,,,신문방송학,아동·가족,금속시스템,,영어영문,,,,,,의공학,교육학,,,,,,,언론홍보영상학,,,정치외교학,,,,,,,,,,상경대학경제학,,,,응용통계학,,,,,,,,,,UIC UD ,,,,,,,,,,,,,경영학,,생활디자인,,영어영문,,,,영어영문,,,정치외교학,계량위험관리학,,,,,,,,,,,,,,,,영어영문,UD CLC,영어영문,,,,,,신문방송학,,불어불문,,,영어영문,,주거환경학,,,,,화학,,,,,,,,,,,,,,,전기전자공학,작곡,,실내건축학,,교육학,인문,,,,,,문화디자인경영학,수학,문헌정보/경영학,사회학,의공학,국어국문,"사학,신문방송학",전기전자공학,,유럽어문,언론홍보영상학,신문방송학,,화학,,,정치외교학,,,,,,,전기전자공학,,행정학,,경제학,,,,,,
,,,,,,정치외교학,,,,,,,,,신문방송학,아동·가족,기계전자공학,,영어영문,,,,,,인문,국어국문,,,,,,,언론홍보영상학,,,정치외교학,,,,,,,,,,생명공학/경영학,,,,응용통계학,,,,,,,,,,영어영문/심리학,,,,,,,,,,,,,경영학,,신문방송학,,영어영문,,,,영어영문,,,중문,기계공학,,,,,,,,,,,,,,,,영어영문,UIC PSIR,영어영문,,,,,,심리학/경영학,,불어불문,,,영어영문,,컴퓨터과학,,,,,,,,,,,,,,,,,,,,전기전자공학,작곡,,심리학,,교육학,인문,,,,,,문화디자인경영학,수학,문헌정보학,사회학,작업치료,국제관계학,사학/신문방송학,정치외교학,,응용통계학,영어영문,신문방송학,,,,,정치외교학,,,,,,,전기전자공학,,화공생명공학,,경제학,,,,,,
,,,,,,정치외교학,,,,,,,,,신문방송학,언론홍보영상학,노어노문,,영어영문,,,,,,임상병리학,국어국문,,,,,,,영어영문,,,정치외교학,,,,,,,,,,생활디자인,,,,응용통계학,,,,,,,,,,일반대학원,,,,,,,,,,,,,경영학,,신문방송학,,의류환경학,,,,응용통계학,,,중어중문,UIC ASD,,,,,,,,,,,,,,,,영어영문,영문,영어영문,,,,,,심리학/경영학,,불어불문,,,영어영문,,행정/경제학,,,,,,,,,,,,,,,,,,,,정보산업공학,정보산업공학,,심리학,,교육학,정보인터렉션디자인,,,,,,문화인류학,스포츠레저학,문헌정보학,"사회학,경영학",작업치료학,국제관계학,사회복지/신문방송,정치외교학,,응용통계학,영어영문,신문방송학,,,,,정치외교학,,,,,,,정보산업공학,,,,경제학,,,,,,
,,,,,,정치외교학,,,,,,,,,심리학,영어영문,노어노문,,영어영문,,,,,,정보산업공학,도시공학,,,,,,,응용통계학,,,정치외교학,,,,,,,,,,생활디자인학,,,,전기전자공학,,,,,,,,,,일반대학원,,,,,,,,,,,,,경제학,,신문방송학,,인문,,,,응용통계학,,,중어중문,UIC ASD,,,,,,,,,,,,,,,,영어영문,영어영문/중어중문,"영어영문,경영학",,,,,,심리학/경영학,,상경계열,,,영어영문,,화학,,,,,,,,,,,,,,,,,,,,정보통계학,정치외교학/경제학,,심리학,,교육학,정치외교학,,,,,,물리학,시스템생물학,문헌정보학/경제학,식품영양,전기전자공학,기계공학,사회복지학,정치외교학,,의류환경학,영어영문,신문방송학,,,,,철학,,,,,,,정치외교학,,,,경제학,,,,,,
,,,,,,산업공학,,,,,,,,,심리학,영어영문,독어독문,,영어영문,,,,,,정치외교학,문헌정보학,,,,,,,의류환경,,,정치외교학,,,,,,,,,,식품영양학,,,,전기전자공학,,,,,,,,,,일반대학원법학,,,,,,,,,,,,,경제학,,신문방송학,,인문,,,,응용통계학,,,중어중문,문헌정보학,,,,,,,,,,,,,,,,영어영문,영어영문,응용통계학,,,,,,심리학,,상경계열,,,영어영문,,,,,,,,,,,,,,,,,,,,,,정치외교학/경영학,정치외교학,,심리학,,국어국문,정치외교학,,,,,,불문/경제,식품영양,문화인류학,식품영양학/화공생명공학,정치외교학,기계공학,사회복지학/사회학,천문우주학,,인문,유럽어문,심리학,,,,,철학,,,,,,,정치외교학,,,,교육학,,,,,,
,,,,,,토목환경공학,,,,,,,,,아동가족,영어영문,문헌정보학,,영어영문,,,,,,정치외교학,사회학,,,,,,,의류환경학,,,정치외교학,,,,,,,,,,신문방송학,,,,전기전자공학,,,,,,,,,,정치외교학,,,,,,,,,,,,,경제학,,신문방송학,,정치외교학,,,,응용통계학,,,컴퓨터산공공학,문화디자인경영학,,,,,,,,,,,,,,,,영어영문,"영어영문,경영학",전기전자공학,,,,,,언어병리학,,신문방송학,,,영어영문,,,,,,,,,,,,,,,,,,,,,,정치외교학,정치외교학,,아동가족/사회,,국어국문,정치외교학,,,,,,불어불문,식품영양/생물,물리학,신문방송학,정치외교학,기계공학,사회복지학/심리학,천문우주학,,인문,응용통계학,심리학,,,,,행정학,,,,,,,정치외교학,,,,"교육학,불어불문",,,,,,
,,,,,,화학공학,,,,,,,,,언론홍보영상학,영어영문,"불어불문,정치외교학",,영어영문,,,,,,정치외교학,사회학,,,,,,,의류환경학,,,정치외교학,,,,,,,,,,신문방송학,,,,정치외교학,,,,,,,,,,정치외교학,,,,,,,,,,,,,경제학,,신문방송학,,정치외교학,,,,정보산업공학,,,산업공학,사회환경건축공학,,,,,,,,,,,,,,,,영어영문,응용통계학,전기전자공학,,,,,,역사문화학,,영어영문/경영학,,,영어영문/경제학,,,,,,,,,,,,,,,,,,,,,,정치외교학,정치외교학,,아동가족학,,국제대학원국제통상,정치외교학,,,,,,불어불문,식품영양학,법,신문방송학,중어중문,기계공학,사회학,천문우주학,,전기전자공학,의류환경,심리학,,,,,행정학,,,,,,,중어중문,,,,국어국문,,,,,,
,,,,,,,,,,,,,,,영어영문,영어영문,사학,,영어영문,,,,,,정치외교학,상경계열,,,,,,,정치외교학,,,정치외교학,,,,,,,,,,신문방송학,,,,정치외교학,,,,,,,,,,정치외교학,,,,,,,,,,,,,경제학,,신문방송학,,정치외교학,,,,정치외교학,,,테크노아트학(TAD),생명공학,,,,,,,,,,,,,,,,영어영문,응용통계학,전기전자공학,,,,,,영문/경제학,,영어영문/경영학,,,영어영문,,,,,,,,,,,,,,,,,,,,,,정치외교학,정치외교학,,언론홍보영상학,,국제대학원국제통상,중어중문,,,,,,사학,식품영양학,법학,신문방송학,토목환경공학,노어노문,사회학,철학,,전기전자공학,인문,심리학,,,,,행정학,,,,,,,중어중문,,,,국어국문/언론홍보영상학,,,,,,
,,,,,,,,,,,,,,,영어영문,영어영문,사회학,,영어영문,,,,,,정치외교학,상경계열,,,,,,,정치외교학,,,정치외교학,,,,,,,,,,신문방송학,,,,정치외교학,,,,,,,,,,중어중문,,,,,,,,,,,,,경제학,,신문방송학,,정치외교학/신문방송학,,,,정치외교학/경제학,,,토목공학,생명공학,,,,,,,,,,,,,,,,영어영문,응용통계학,정보산업공학,,,,,,영어영문,,영어영문,,,영어영문,,,,,,,,,,,,,,,,,,,,,,정치외교학,주거환경학,,영어영문,,국제학대학원국제협력,행정학,,,,,,사학,식품영양학,보건행정학,신문방송학,행정학,도시공학,사회학,컴퓨터과학,,"정치외교학,경제학",인문,심리학,,,,,행정학,,,,,,,컴퓨터과학,,,,국어국문/심리학,,,,,,
,,,,,,,,,,,,,,,영어영문,영어영문,사회학,,응용통계학,,,,,,정치외교학/언론홍보영상학,상경계열,,,,,,,행정학,,,정치외교학,,,,,,,,,,신문방송학,,,,정치외교학,,,,,,,,,,패키징학,,,,,,,,,,,,,경제학,,신문방송학,,철학,,,,정치외교학,,,토목환경공학,세라믹공학,,,,,,,,,,,,,,,,영어영문,응용통계학,정치외교학,,,,,,영어영문,,영어영문,,,영어영문,,,,,,,,,,,,,,,,,,,,,,주거환경,중어중문,,영어영문,,국제학대학원국제협력,화학공학,,,,,,사회복지학/정치외교학,신문방송학&amp;정치외교학,불어불문,신문방송학/경영학,행정학,도시공학/경제,사회학,컴퓨터과학,,정치외교학,전기전자공학,심리학,,,,,화학,,,,,,,행정학,,,,노어노문/신문방송,,,,,,
,,,,,,,,,,,,,,,영어영문,영어영문,상경계열,,응용통계학,,,,,,중어중문,신문방송학,,,,,,,행정학,,,행정학,,,,,,,,,,신소재공학,,,,주거환경,,,,,,,,,,행정학,,,,,,,,,,,,,경제학,,신학/정치외교학,,,,,,정치외교학,,,화공생명공학,식품영양학,,,,,,,,,,,,,,,,응용통계학,의류환경학,정치외교학,,,,,,영어영문,,의류환경,,,전기전자공학,,,,,,,,,,,,,,,,,,,,,,주거환경학,중어중문,,영어영문,,대기학,,,,,,,사회복지학,신문방송학,사학,신소재공학,환경공학,도시공학,사회학,컴퓨터과학,,정치외교학,정치외교학,심리학/경영학,,,,,,,,,,,,화공생명공학,,,,도시공학,,,,,,
,,,,,,,,,,,,,,,영어영문,영어영문,상경계열,,응용통계학,,,,,,철학,신문방송학,,,,,,,,,,,,,,,,,,,,UIC ,,,,중어중문,,,,,,,,,,화공생명공학,,,,,,,,,,,,,경제학,,심리학,,,,,,정치외교학,,,화공생명공학,심리학,,,,,,,,,,,,,,,,의류환경학,의류환경학,중어중문,,,,,,의공학,,의류환경학,,,전기전자공학,,,,,,,,,,,,,,,,,,,,,,주거환경학,중어중문,,영어영문,,도시공학,,,,,,,사회학,신문방송학,사학,신소재공학,,도시공학,생화학,산업공학,,정치외교학,정치외교학,심리학,,,,,,,,,,,,,,,,독어독문&amp;언론홍보,,,,,,
,,,,,,,,,,,,,,,영어영문,유럽어문,상경계열,,의공학,,,,,,철학,영어영문,,,,,,,,,,,,,,,,,,,,UIC ,,,,테크노아트학CDM,,,,,,,,,,화공생명공학,,,,,,,,,,,,,경제학,,심리학,,,,,,정치외교학,,,화공생명공학,심리학,,,,,,,,,,,,,,,,이과대학화학,의류환경학,중어중문/경영학,,,,,,의류환경학,,정보산업공학,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,주거환경학,체육교육학,,영어영문,,도시공학,,,,,,,사회학,신문방송학,사학,신소재공학,,도시공학,생활디자인학,산업공학,,정치외교학,정치외교학,심리학,,,,,,,,,,,,,,,,독어독문,,,,,,
,,,,,,,,,,,,,,,영어영문,응용통계학,생명학,,의류환경학,,,,,,행정학,영어영문,,,,,,,,,,,,,,,,,,,,영문,,,,,,,,,,,,,,,,,,,,,,,,,,,경제학,,심리학,,,,,,철학,,,화공생명공학,심리학,,,,,,,,,,,,,,,,인문,정치외교학,"중어중문,생활디자인학",,,,,,의류환경학,,창의기술경영학,,,행정/경영학,,,,,,,,,,,,,,,,,,,,,,중어중문,토목환경공학,,영어영문,,문헌정보학/컴퓨터과학,,,,,,,생명학공학,신문방송학,사회학,신학,,도시공학,생활디자인학,행정학,,행정학,정치외교학,심리학,,,,,,,,,,,,,,,,심리학,,,,,,
,,,,,,,,,,,,,,,영어영문,의공학,생명시스템대학생명공학,,의예,,,,,,행정학,응용통계학,,,,,,,,,,,,,,,,,,,,영문,,,,,,,,,,,,,,,,,,,,,,,,,,,경제학,,아동가족학,,,,,,철학,,,화학공학,UIC ASD,,,,,,,,,,,,,,,,인문,정치외교학/법,중어중문/경제학,,,,,,전기전자공학,,철학,,,행정학,,,,,,,,,,,,,,,,,,,,,,철학사회학,행정학,,영어영문,,문헌정보학,,,,,,,생활디자인,신문방송학,사회학,심리학,,도시공학,수학,,,,정치외교학,언론홍보영상학,,,,,,,,,,,,,,,,문헌정보학,,,,,,
,,,,,,,,,,,,,,,의공학,의류환경,생물학,,인문,,,,,,,응용통계학,,,,,,,,,,,,,,,,,,,,영어영문/정치외교학/외교통상학,,,,,,,,,,,,,,,,,,,,,,,,,,,경제학,,영어영문,,,,,,컴퓨터과학,,,화학,UIC ASD,,,,,,,,,,,,,,,,정치외교학,정치외교학,토목환경공학,,,,,,전기전자공학,,화공생명공학,,,행정학,,,,,,,,,,,,,,,,,,,,,,산업공학,화학,,영어영문,,문헌정보학/경제학,,,,,,,생활디자인학,심리학,사회학,심리학,,독어독문,수학,,,,정치외교학,언론홍보영상학,,,,,,,,,,,,,,,,문화인류학,,,,,,
,,,,,,,,,,,,,,,인문,의류환경학,생물학,,전기전자공학,,,,,,,응용통계학,,,,,,,,,,,,,,,,,,,,영어영문,,,,,,,,,,,,,,,,,,,,,,,,,,,경제학,,영어영문,,,,,,토목환경공학,,,,언더우드국제학경제학,,,,,,,,,,,,,,,,정치외교학,정치외교학,행정학,,,,,,정보산업공학,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,행정학,화학,,영어영문,,문헌정보학/경제학,,,,,,,생활디자인학,심리학,사회학,심리학,,UIC ASD,수학,,,,중어중문,언론홍보영상학,,,,,,,,,,,,,,,,법학,,,,,,
,,,,,,,,,,,,,,,정치외교학,인문,생물학,,전기전자공학,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,영어영문,,,,,,,,,,,,,,,,,,,,,,,,,,,경제학,,영어영문,,,,,,행정학,,,,UIC ,,,,,,,,,,,,,,,,정치외교학,정치외교학,화공생명공학,,,,,,정치외교학,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,행정학,,,영어영문/정치외교학,,문화디자인경영학,,,,,,,수학,심리학,사회학,아동가족학/심리학,,UIC ASD,수학,,,,중어중문,영어영문/경영학,,,,,,,,,,,,,,,,불어불문,,,,,,
,,,,,,,,,,,,,,,정치외교학,인문,생화학,,전기전자공학,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,영어영문,,,,,,,,,,,,,,,,,,,,,,,,,,,경제학,,영어영문,,,,,,화학공학,,,,UD Economics,,,,,,,,,,,,,,,,정치외교학,정치외교학,화학,,,,,,정치외교학,,,,,행정학/경제학,,,,,,,,,,,,,,,,,,,,,,행정학,,,응용통계/경제,,사학,,,,,,,스포츠레저학/행정학,아동가족학,사회학,언더우드국제학(국제학),,UIC ASD,수학,,,,철학,영어영문,,,,,,,,,,,,,,,,불어불문,,,,,,
,,,,,,,,,,,,,,,행정,인문,생화학,,정치외교학,,,,,,,철학,,,,,,,,,,,,,,,,,,,,영어영문,,,,,,,,,,,,,,,,,,,,,,,,,,,경제학,,영어영문,,,,,,,,,,UIC 생명학공학,,,,,,,,,,,,,,,,산업공학,정치외교학,,,,,,,정치외교학,,,,,화학,,,,,,,,,,,,,,,,,,,,,,화학공학,,,응용통계학,,사학,,,,,,,시스템생물학/심리학,아동가족학/심리학,사회학,UIC 국제학,,물리학,신문방송학,,,,철학,영어영문,,,,,,,,,,,,,,,,사학,,,,,,
,,,,,,,,,,,,,,,행정학,인문,생활디자인,,정치외교학,,,,,,,철학,,,,,,,,,,,,,,,,,,,,응용통계학,,,,,,,,,,,,,,,,,,,,,,,,,,,교육,,영어영문,,,,,,,,,,UD Economics,,,,,,,,,,,,,,,,행정학,정치외교학,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,응용통계학,,사회복지학,,,,,,,시스템생물학,UD Economics,생명공학,UD IS,,사회학대학정치외교학,신문방송학,,,,체육교육학,영어영문,,,,,,,,,,,,,,,,사회복지학,,,,,,
,,,,,,,,,,,,,,,화공생명공학,인문,수학,,정치외교학,,,,,,,산업공학,,,,,,,,,,,,,,,,,,,,응용통계학,,,,,,,,,,,,,,,,,,,,,,,,,,,교육학,,영어영문,,,,,,,,,,UD IS,,,,,,,,,,,,,,,,화공생명공학,정치외교학,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,응용통계학,,사회복지학,,,,,,,식품영양학,UIC 나노학공학,생화학,언론홍보영상학,,산업공학,신문방송학,,,,행정학,영어영문,,,,,,,,,,,,,,,,사회학,,,,,,
,,,,,,,,,,,,,,,화학,인문,식품영양,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,응용통계학,,,,,,,,,,,,,,,,,,,,,,,,,,,법학,,영어영문,,,,,,,,,,영어영문,,,,,,,,,,,,,,,,,정치외교학,,,,,,,철학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"응통,사복",,사회학,,,,,,,신문방송/문화인류,영문,생활디자인,언론홍보영상학,,생명공학,신문방송학,,,,행정학,영어영문,,,,,,,,,,,,,,,,상경계열,,,,,,
,,,,,,,,,,,,,,,화학,인문,신문방송학,,중어중문,,,,,,,,,,,,,,,,,,,,,,,,,,,의공학,,,,,,,,,,,,,,,,,,,,,,,,,,,상경계열,,영어영문,,,,,,,,,,영어영문,,,,,,,,,,,,,,,,,정치외교학,,,,,,,체육교육학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,의류환경학,,사회학,,,,,,,신문방송학/정치외교학,영어영문,생활디자인학,언론홍보영상학,,생명공학,신문방송학,,,,,영어영문,,,,,,,,,,,,,,,,상경대학경제학,,,,,,
,,,,,,,,,,,,,,,,전기전자공학,신학/영어영문,,중어중문,,,,,,,,,,,,,,,,,,,,,,,,,,,정보산업공학,,,,,,,,,,,,,,,,,,,,,,,,,,,상경계열,,영어영문,,,,,,,,,,응용통계학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,체육교육학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전기전자,,사회학,,,,,,,신문방송학,영어영문/경영학,수학,언론홍보영상학,,생명공학,신문방송학,,,,,영어영문,,,,,,,,,,,,,,,,생명공학,,,,,,
,,,,,,,,,,,,,,,,전기전자공학,심리학,,중어중문,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,상경계열,,영어영문,,,,,,,,,,응용통계학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,체육교육학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전기전자공학,,생명공학,,,,,,,신문방송학,"영어영문,경영학",수학,영어영문,,생명공학,신문방송학,,,,,영어영문,,,,,,,,,,,,,,,,생명공학,,,,,,
,,,,,,,,,,,,,,,,전기전자공학,심리학,,컴퓨터공학,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,상경계열,,유럽어문,,,,,,,,,,응용통계학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,산업공학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전기전자공학,,생화학,,,,,,,신문방송학,영어영문/신문방송학,스포츠응용산업/경영학,영어영문/신문방송,,생명공학,신문방송학,,,,,영어영문,,,,,,,,,,,,,,,,생물학,,,,,,
,,,,,,,,,,,,,,,,전기전자공학,심리학,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,상경계열,,유럽어문,,,,,,,,,,이대학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,산업공학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전기전자공학,,스포츠레저학/경영학,,,,,,,신문방송학,영어영문,신문방송학,영어영문/심리학,,생명공학,"신문방송학,경영학",,,,,영어영문,,,,,,,,,,,,,,,,생화학,,,,,,
,,,,,,,,,,,,,,,,전기전자공학,심리학,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,중어중문,,,,,,,,,,,,,,,,,,,,,,,,,,,상경계열,,유럽어문,,,,,,,,,,정보산업공학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,산업공학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,신문방송학,,,,,,,신문방송학,영어영문,신소재공학,영어영문/경영학,,생물학,신문방송학/생활디자인학,,,,,영어영문,,,,,,,,,,,,,,,,수학,,,,,,
,,,,,,,,,,,,,,,,전기전자공학,심리학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,천문우주학,,,,,,,,,,,,,,,,,,,,,,,,,,,상경계열경영학,,응용통계학,,,,,,,,,,정보산업공학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,신문방송학,,,,,,,신소재공학,영어영문,신소재공학,영어영문,,생화학,신문방송학/응용통계학,,,,,영어영문,,,,,,,,,,,,,,,,수학/응용통계학,,,,,,
,,,,,,,,,,,,,,,,정치외교학,아동·가족,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철학,,,,,,,,,,,,,,,,,,,,,,,,,,,시스템생물학,,응용통계학,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,신문방송학,,,,,,,실내건축/건축공학,영어영문,신소재공학,영어영문,,생화학,신문방송학/컴퓨터과학,,,,,영어영문,,,,,,,,,,,,,,,,신문방송/심리학,,,,,,
,,,,,,,,,,,,,,,,정치외교학,아동가족학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철학,,,,,,,,,,,,,,,,,,,,,,,,,,,신문방송학,,인문,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,중어중문/경영학,,신문방송학,,,,,,,실내건축학,영어영문,심리학,영어영문,,생화학,신소재공학,,,,,영어영문,,,,,,,,,,,,,,,,신문방송학,,,,,,
,,,,,,,,,,,,,,,,정치외교학,UIC ASD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,컴퓨터과학,,,,,,,,,,,,,,,,,,,,,,,,,,,실내건축학,,인문,,,,,,,,,,중어중문,,,,,,,,,,,,,,,,,정치외교학,,,,,,,화공생명공학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,중어중문,,신문방송학,,,,,,,실내건축학,영어영문/경영학,심리학,영어영문,,생활디자인,실내건축학,,,,,영어영문,,,,,,,,,,,,,,,,신문방송학,,,,,,
,,,,,,,,,,,,,,,,주거환경학,UIC ASD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,컴퓨터과학,,,,,,,,,,,,,,,,,,,,,,,,,,,심리학,,전기전자,,,,,,,,,,테크노아트학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철학,,신문방송학/경영학,,,,,,,심리학,유럽어문,아동가족학/영문,영어영문,,생활디자인,심리학,,,,,응용통계학,,,,,,,,,,,,,,,,신문방송학,,,,,,
,,,,,,,,,,,,,,,,철학,UIC 계량위험관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,영어영문,,정보산업공학,,,,,,,,,,행정학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,체육교육학,,신문방송학/경영학,,,,,,,심리학,응용통계학,언더우드,영어영문,,생활디자인학,심리학,,,,,응용통계학/경영학,,,,,,,,,,,,,,,,심리,,,,,,
,,,,,,,,,,,,,,,,행정학,UIC ASD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,영어영문,,정보산업공학,,,,,,,,,,행정학,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화공생명공학,,신소재공학,,,,,,,심리학,응용통계학,UIC ASD,영어영문,,수학,심리학,,,,,응용통계학/경제학,,,,,,,,,,,,,,,,심리/경영학,,,,,,
,,,,,,,,,,,,,,,,화학공학,UIC ASD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,행정학,,,,,,,,,,,,,,,,,,,,,,,,,,,영어영문,,정보산업공학,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신소재공학,,,,,,,언더우드국제학,응용통계학,언론홍보영상,영어영문,,스포츠레저학/경영학,심리학,,,,,인문,,,,,,,,,,,,,,,,심리/신방,,,,,,
,,,,,,,,,,,,,,,,,UIC PSIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화학,,,,,,,,,,,,,,,,,,,,,,,,,,,영어영문,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,심리학,,,,,,,UIC 국제학,응용통계학,영문,영어영문,,신문방송학/디지털예술학,심리학,,,,,인문,,,,,,,,,,,,,,,,심리/언홍영,,,,,,
,,,,,,,,,,,,,,,,,UIC 계량위험관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,영어영문,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,정치외교학/사학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,심리학,,,,,,,UIC 국제학,응용통계학,영어영문,영어영문,,신문방송학,심리학,,,,,자연과학,,,,,,,,,,,,,,,,심리학,,,,,,
,,,,,,,,,,,,,,,,,UD Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,영어영문,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,주거환경학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,심리학,,,,,,,UIC ,응용통계학,영어영문,영어영문/사회학,,신문방송학,심리학,,,,,전기전자공학,,,,,,,,,,,,,,,,심리학,,,,,,
,,,,,,,,,,,,,,,,,언론홍보영상학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,영어영문,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,주거환경학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,심리학,,,,,,,UIC ,의류환경,영어영문,영어영문/언론홍보영상학,,신문방송학,"아동가족,의류환경",,,,,전기전자공학,,,,,,,,,,,,,,,,심리학,,,,,,
,,,,,,,,,,,,,,,,,언론홍보영상학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,정보산업공학,,정치외교학,,,,,,,,,,,,,,,,,,,,,,,,,,,주거환경학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,심리학,,,,,,,UD Economics,의류환경/경제학,영어영문,영여영문,,신문방송학,아동가족학,,,,,전기전자공학,,,,,,,,,,,,,,,,아동가족학,,,,,,
